uid,title,genre,episodes,members,popularity,ranked,score,img_url,link
36232,Glory Days,"['Action', 'Music', 'Mecha']",1,1241,9080,4412,6.84,https://cdn.myanimelist.net/images/anime/6/87518.jpg,https://myanimelist.net/anime/36232/Glory_Days
18097,Inazuma Eleven Go: Galaxy,"['Shounen', 'Sports', 'Super Power']",43,22326,3029,4415,6.84,https://cdn.myanimelist.net/images/anime/2/49743.jpg,https://myanimelist.net/anime/18097/Inazuma_Eleven_Go__Galaxy
14059,Kimagure Orange☆Road: Tanabata Special,['Shounen'],1,1143,9251,4416,6.84,https://cdn.myanimelist.net/images/anime/9/38827.jpg,https://myanimelist.net/anime/14059/Kimagure_Orange%E2%98%86Road__Tanabata_Special
5091,Manga Sarutobi Sasuke,"['Adventure', 'Comedy', 'Historical', 'Supernatural']",24,924,9683,4420,6.84,https://cdn.myanimelist.net/images/anime/11/57257.jpg,https://myanimelist.net/anime/5091/Manga_Sarutobi_Sasuke
6209,Macross 7 Plus,"['Music', 'Slice of Life', 'Space', 'Mecha']",11,5160,5685,4418,6.84,https://cdn.myanimelist.net/images/anime/6/13816.jpg,https://myanimelist.net/anime/6209/Macross_7_Plus
3425,Meiken Lassie,"['Adventure', 'Slice of Life', 'Kids']",26,833,9898,4421,6.84,https://cdn.myanimelist.net/images/anime/13/51265.jpg,https://myanimelist.net/anime/3425/Meiken_Lassie
8410,Metal Fight Beyblade: Baku,"['Adventure', 'Comedy', 'Sports']",51,18753,3292,4422,6.84,https://cdn.myanimelist.net/images/anime/12/26363.jpg,https://myanimelist.net/anime/8410/Metal_Fight_Beyblade__Baku
1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,"['Game', 'Adventure', 'Comedy', 'Shounen']",1,58302,1703,4423,6.84,https://cdn.myanimelist.net/images/anime/10/11244.jpg,https://myanimelist.net/anime/1074/Naruto_Narutimate_Hero_3__Tsuini_Gekitotsu_Jounin_vs_Genin_Musabetsu_Dairansen_Taikai_Kaisai
942,Nishi no Yoki Majo: Astraea Testament,"['Mystery', 'Comedy', 'Drama', 'Romance', 'Fantasy']",13,14441,3726,4424,6.84,https://cdn.myanimelist.net/images/anime/9/75549.jpg,https://myanimelist.net/anime/942/Nishi_no_Yoki_Majo__Astraea_Testament
5526,Pokemon: Pikachu no Natsuyasumi,"['Comedy', 'Fantasy', 'Kids']",1,27170,2714,4426,6.84,https://cdn.myanimelist.net/images/anime/10/26367.jpg,https://myanimelist.net/anime/5526/Pokemon__Pikachu_no_Natsuyasumi
12863,Pretty Rhythm: Dear My Future,"['Slice of Life', 'Sports', 'Music', 'Shoujo']",51,5417,5571,4427,6.84,https://cdn.myanimelist.net/images/anime/8/36633.jpg,https://myanimelist.net/anime/12863/Pretty_Rhythm__Dear_My_Future
5201,Salad Juu Yuushi Tomatoman,"['Adventure', 'Comedy']",50,695,10256,4430,6.84,https://cdn.myanimelist.net/images/anime/4/32445.jpg,https://myanimelist.net/anime/5201/Salad_Juu_Yuushi_Tomatoman
4208,Tetsujin 28-gou (1980),"['Action', 'Mecha']",51,1306,8949,4435,6.84,https://cdn.myanimelist.net/images/anime/5/46121.jpg,https://myanimelist.net/anime/4208/Tetsujin_28-gou_1980
10622,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",1,25875,2784,4434,6.84,https://cdn.myanimelist.net/images/anime/10/29189.jpg,https://myanimelist.net/anime/10622/Tengen_Toppa_Gurren_Lagann__Ore_no_Gurren_wa_Pikka-Pika
711,Uchuu Senkan Yamato (Movie),"['Military', 'Sci-Fi', 'Space', 'Drama']",1,3615,6543,4437,6.84,https://cdn.myanimelist.net/images/anime/11/83048.jpg,https://myanimelist.net/anime/711/Uchuu_Senkan_Yamato_Movie
12291,Acchi Kocchi (TV),"['Slice of Life', 'Comedy', 'Romance', 'School']",12,212672,504,1465,7.58,https://cdn.myanimelist.net/images/anime/5/46489.jpg,https://myanimelist.net/anime/12291/Acchi_Kocchi_TV
10588,Persona 4 the Animation,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",25,190960,567,1495,7.58,https://cdn.myanimelist.net/images/anime/4/29107.jpg,https://myanimelist.net/anime/10588/Persona_4_the_Animation
5755,Aoki Ryuusei SPT Layzner OVA,"['Action', 'Space', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",3,1250,9051,4439,6.83,https://cdn.myanimelist.net/images/anime/11/53335.jpg,https://myanimelist.net/anime/5755/Aoki_Ryuusei_SPT_Layzner_OVA
6032,Aquarion Movie: Ippatsu Gyakuten-hen,"['Fantasy', 'Mecha', 'Drama']",1,5457,5542,4440,6.83,https://cdn.myanimelist.net/images/anime/9/53887.jpg,https://myanimelist.net/anime/6032/Aquarion_Movie__Ippatsu_Gyakuten-hen
404,Bastard!!: Ankoku no Hakaishin,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Seinen']",6,26981,2720,4441,6.83,https://cdn.myanimelist.net/images/anime/2/9601.jpg,https://myanimelist.net/anime/404/Bastard__Ankoku_no_Hakaishin
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"['Mystery', 'Horror', 'Supernatural']",4,225489,468,4443,6.83,https://cdn.myanimelist.net/images/anime/10/78811.jpg,https://myanimelist.net/anime/15037/Corpse_Party__Tortured_Souls_-_Bougyakusareta_Tamashii_no_Jukyou
694,Canvas 2: Niji-iro no Sketch,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",24,23004,2976,4442,6.83,https://cdn.myanimelist.net/images/anime/6/74076.jpg,https://myanimelist.net/anime/694/Canvas_2__Niji-iro_no_Sketch
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,"['Comedy', 'Seinen']",1,874,9829,4444,6.83,https://cdn.myanimelist.net/images/anime/1744/98535.jpg,https://myanimelist.net/anime/36566/Crayon_Shin-chan_Movie_26__Bakumori_Kung_Fu_Boys_-_Ramen_Tairan
1599,Eat-Man '98,"['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']",12,4038,6256,4447,6.83,https://cdn.myanimelist.net/images/anime/11/20146.jpg,https://myanimelist.net/anime/1599/Eat-Man_98
1974,Glass no Kamen (2005),"['Drama', 'Shoujo']",51,26595,2743,406,8.14,https://cdn.myanimelist.net/images/anime/1/2043.jpg,https://myanimelist.net/anime/1974/Glass_no_Kamen_2005
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",1,24481,2890,405,8.14,https://cdn.myanimelist.net/images/anime/12/64865.jpg,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
16918,Gin no Saji,"['Comedy', 'School', 'Shounen', 'Slice of Life']",11,193534,558,403,8.14,https://cdn.myanimelist.net/images/anime/6/49237.jpg,https://myanimelist.net/anime/16918/Gin_no_Saji
32005,Detective Conan Movie 20: The Darkest Nightmare,"['Action', 'Mystery', 'Police', 'Shounen']",1,21114,3115,402,8.14,https://cdn.myanimelist.net/images/anime/10/78894.jpg,https://myanimelist.net/anime/32005/Detective_Conan_Movie_20__The_Darkest_Nightmare
30370,Akatsuki no Yona OVA,"['Action', 'Comedy', 'Fantasy', 'Shoujo']",3,71980,1471,401,8.14,https://cdn.myanimelist.net/images/anime/8/75974.jpg,https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA
1608,Salaryman Kintarou,"['Comedy', 'Drama', 'Martial Arts', 'Seinen']",20,6548,5154,1523,7.57,https://cdn.myanimelist.net/images/anime/8/62593.jpg,https://myanimelist.net/anime/1608/Salaryman_Kintarou
12565,Fate/Prototype,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",1,74370,1433,4448,6.83,https://cdn.myanimelist.net/images/anime/3/51045.jpg,https://myanimelist.net/anime/12565/Fate_Prototype
1112,Vandread: Taidou-hen,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Sci-Fi', 'Space']",1,6287,5246,4397,6.85,https://cdn.myanimelist.net/images/anime/10/75448.jpg,https://myanimelist.net/anime/1112/Vandread__Taidou-hen
5802,Fantascope: Tylostoma,"['Fantasy', 'Supernatural']",1,2350,7554,4500,6.82,https://cdn.myanimelist.net/images/anime/11/12164.jpg,https://myanimelist.net/anime/5802/Fantascope__Tylostoma
894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,83193,1309,4499,6.82,https://cdn.myanimelist.net/images/anime/1258/90343.jpg,https://myanimelist.net/anime/894/Dragon_Ball_Z_Movie_01__Ora_no_Gohan_wo_Kaese
567,The Big O,"['Action', 'Sci-Fi', 'Mystery', 'Psychological', 'Mecha']",26,66847,1554,1527,7.57,https://cdn.myanimelist.net/images/anime/1/567.jpg,https://myanimelist.net/anime/567/The_Big_O
8465,Ichiban Ushiro no Daimaou Specials,"['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",6,36790,2291,4550,6.81,https://cdn.myanimelist.net/images/anime/3/80505.jpg,https://myanimelist.net/anime/8465/Ichiban_Ushiro_no_Daimaou_Specials
1721,Hitohira,"['Drama', 'Romance', 'School', 'Seinen', 'Slice of Life']",12,17025,3457,4549,6.81,https://cdn.myanimelist.net/images/anime/9/23639.jpg,https://myanimelist.net/anime/1721/Hitohira
1082,Hikari to Mizu no Daphne,"['Sci-Fi', 'Mystery', 'Comedy', 'Police', 'Psychological', 'Drama', 'Ecchi']",24,11351,4119,4548,6.81,https://cdn.myanimelist.net/images/anime/7/49131.jpg,https://myanimelist.net/anime/1082/Hikari_to_Mizu_no_Daphne
33877,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,"['Comedy', 'Police']",1,331,11925,4650,6.79,https://cdn.myanimelist.net/images/anime/8/81547.jpg,https://myanimelist.net/anime/33877/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Hashire_Ryoutsu-shiki_Chinchin_Densha
4411,Mirai Robo Daltanias,"['Action', 'Sci-Fi', 'Space', 'Mecha']",47,948,9625,4700,6.78,https://cdn.myanimelist.net/images/anime/12/52299.jpg,https://myanimelist.net/anime/4411/Mirai_Robo_Daltanias
40369,Mini Yuri,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",4,5525,5521,4699,6.78,https://cdn.myanimelist.net/images/anime/1445/103637.jpg,https://myanimelist.net/anime/40369/Mini_Yuri
7590,Mayoi Neko Overrun!,"['Comedy', 'Harem', 'Romance']",13,105817,1052,4698,6.78,https://cdn.myanimelist.net/images/anime/10/23770.jpg,https://myanimelist.net/anime/7590/Mayoi_Neko_Overrun
33197,Lostorage Incited WIXOSS,"['Game', 'Psychological']",12,43507,2076,4696,6.78,https://cdn.myanimelist.net/images/anime/3/82289.jpg,https://myanimelist.net/anime/33197/Lostorage_Incited_WIXOSS
8599,Mayoi Neko Overrun! Specials,"['Comedy', 'Ecchi']",6,15149,3645,4750,6.78,https://cdn.myanimelist.net/images/anime/10/23635.jpg,https://myanimelist.net/anime/8599/Mayoi_Neko_Overrun_Specials
10945,Maria†Holic Alive Special,"['Comedy', 'Parody', 'Romance', 'School']",1,6105,5315,4749,6.77,https://cdn.myanimelist.net/images/anime/12/30201.jpg,https://myanimelist.net/anime/10945/Maria%E2%80%A0Holic_Alive_Special
33788,Marginal#4: Kiss kara Tsukuru Big Bang,"['Music', 'Comedy', 'School']",12,12012,4015,4748,6.77,https://cdn.myanimelist.net/images/anime/10/83799.jpg,https://myanimelist.net/anime/33788/Marginal4__Kiss_kara_Tsukuru_Big_Bang
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,['Comedy'],1,5064,5723,4747,6.77,https://cdn.myanimelist.net/images/anime/11/19697.jpg,https://myanimelist.net/anime/8062/Mai-HiME__Kuro_no_Mai_Saigo_no_Bansan
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,['Fantasy'],52,2124,7813,4745,6.77,https://cdn.myanimelist.net/images/anime/6/23618.jpg,https://myanimelist.net/anime/4050/Kouchuu_Ouja_Mushiking__Mori_no_Tami_no_Densetsu
39452,Itte.,"['Music', 'Dementia']",1,215,13457,4744,6.77,https://cdn.myanimelist.net/images/anime/1123/99552.jpg,https://myanimelist.net/anime/39452/Itte
37887,Huan Jie Wang,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",20,2058,7909,4743,6.77,https://cdn.myanimelist.net/images/anime/1884/92933.jpg,https://myanimelist.net/anime/37887/Huan_Jie_Wang
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['Comedy', 'Romance', 'School']",1,116034,979,400,8.15,https://cdn.myanimelist.net/images/anime/13/84052.jpg,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA
17919,Houkago no Pleiades (TV),"['Magic', 'Space']",12,28235,2658,4742,6.77,https://cdn.myanimelist.net/images/anime/5/73434.jpg,https://myanimelist.net/anime/17919/Houkago_no_Pleiades_TV
38325,Hitori no Shita: The Outcast Fanwai Pian,"['Action', 'Super Power', 'Supernatural', 'Martial Arts', 'Seinen']",2,2581,7365,4741,6.77,https://cdn.myanimelist.net/images/anime/1595/93783.jpg,https://myanimelist.net/anime/38325/Hitori_no_Shita__The_Outcast_Fanwai_Pian
37430,Tensei shitara Slime Datta Ken,"['Fantasy', 'Shounen']",24,439570,177,399,8.15,https://cdn.myanimelist.net/images/anime/1694/93337.jpg,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
297,Grenadier: Hohoemi no Senshi,"['Action', 'Ecchi', 'Adventure', 'Comedy', 'Shounen']",12,46088,1997,4740,6.77,https://cdn.myanimelist.net/images/anime/6/11968.jpg,https://myanimelist.net/anime/297/Grenadier__Hohoemi_no_Senshi
487,Girls Bravo: Second Season,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",13,72794,1451,4739,6.77,https://cdn.myanimelist.net/images/anime/7/20149.jpg,https://myanimelist.net/anime/487/Girls_Bravo__Second_Season
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,"['Adventure', 'Sci-Fi', 'Shounen']",13,38060,2253,398,8.15,https://cdn.myanimelist.net/images/anime/6/16343.jpg,https://myanimelist.net/anime/1257/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen
23755,Nanatsu no Taizai,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",24,946095,38,397,8.15,https://cdn.myanimelist.net/images/anime/8/65409.jpg,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai
12163,Ginga Tetsudou 999: Hoshizora wa Time Machine,"['Drama', 'Sci-Fi']",1,691,10275,4738,6.77,https://cdn.myanimelist.net/images/anime/8/34337.jpg,https://myanimelist.net/anime/12163/Ginga_Tetsudou_999__Hoshizora_wa_Time_Machine
26117,Kokoroya,"['Kids', 'Psychological', 'Sci-Fi']",1,366,11749,394,8.15,https://cdn.myanimelist.net/images/anime/2/65991.jpg,https://myanimelist.net/anime/26117/Kokoroya
3927,Mobile Suit Gundam 00 Second Season,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",25,114276,989,396,8.15,https://cdn.myanimelist.net/images/anime/9/12782.jpg,https://myanimelist.net/anime/3927/Mobile_Suit_Gundam_00_Second_Season
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,"['Action', 'Sci-Fi', 'Mystery', 'Police', 'Psychological', 'Mecha', 'Seinen']",1,31969,2467,395,8.15,https://cdn.myanimelist.net/images/anime/3/21835.jpg,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",1,29539,2593,393,8.15,https://cdn.myanimelist.net/images/anime/4/83437.jpg,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
3519,Garakuta-doori no Stain,['Comedy'],13,896,9740,4737,6.77,https://cdn.myanimelist.net/images/anime/11/67227.jpg,https://myanimelist.net/anime/3519/Garakuta-doori_no_Stain
38897,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,"['Action', 'Game', 'Comedy', 'Magic']",1,7579,4881,4736,6.77,https://cdn.myanimelist.net/images/anime/1304/99488.jpg,https://myanimelist.net/anime/38897/Fate_kaleid_liner_Prisma%E2%98%86Illya__Prisma%E2%98%86Phantasm
12471,Eureka Seven AO,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",24,75403,1416,4735,6.77,https://cdn.myanimelist.net/images/anime/11/36313.jpg,https://myanimelist.net/anime/12471/Eureka_Seven_AO
7791,K-On!!,"['Comedy', 'Music', 'School', 'Slice of Life']",26,396521,216,391,8.15,https://cdn.myanimelist.net/images/anime/12/76121.jpg,https://myanimelist.net/anime/7791/K-On
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,77162,1388,4734,6.77,https://cdn.myanimelist.net/images/anime/1017/90344.jpg,https://myanimelist.net/anime/895/Dragon_Ball_Z_Movie_02__Kono_Yo_de_Ichiban_Tsuyoi_Yatsu
24823,Days,['Music'],1,5119,5705,4733,6.77,https://cdn.myanimelist.net/images/anime/4/66563.jpg,https://myanimelist.net/anime/24823/Days
12189,Hyouka,"['Mystery', 'School', 'Slice of Life']",22,686099,72,390,8.15,https://cdn.myanimelist.net/images/anime/13/50521.jpg,https://myanimelist.net/anime/12189/Hyouka
7054,Kaichou wa Maid-sama!,"['Comedy', 'Romance', 'School', 'Shoujo']",26,653345,79,392,8.15,https://cdn.myanimelist.net/images/anime/6/25254.jpg,https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']",1,1768,8226,4732,6.77,https://cdn.myanimelist.net/images/anime/12/22031.jpg,https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha
8365,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']",1,1810,8178,4730,6.77,https://cdn.myanimelist.net/images/anime/6/22029.jpg,https://myanimelist.net/anime/8365/Crayon_Shin-chan_Movie_13__Densetsu_wo_Yobu_Buriburi_3_Pun_Dai_Shingeki
135,Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']",75,96999,1130,389,8.15,https://cdn.myanimelist.net/images/anime/12/78317.jpg,https://myanimelist.net/anime/135/Hikaru_no_Go
8366,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']",1,1868,8103,4731,6.77,https://cdn.myanimelist.net/images/anime/10/83750.jpg,https://myanimelist.net/anime/8366/Crayon_Shin-chan_Movie_14__Densetsu_wo_Yobu_Odore_Amigo
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"['Slice of Life', 'Comedy', 'School', 'Seinen']",2,9614,4414,388,8.15,https://cdn.myanimelist.net/images/anime/3/72754.jpg,https://myanimelist.net/anime/17739/Hidamari_Sketch__Sae_Hiro_Sotsugyou-hen
8632,Chuuzumou,['Comedy'],1,1630,8416,4729,6.77,https://cdn.myanimelist.net/images/anime/6/23788.jpg,https://myanimelist.net/anime/8632/Chuuzumou
1364,Detective Conan Movie 05: Countdown to Heaven,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",1,40143,2184,386,8.15,https://cdn.myanimelist.net/images/anime/1144/92654.jpg,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
5712,Tanoshii Muumin Ikka Bouken Nikki,"['Kids', 'Slice of Life', 'Adventure', 'Fantasy']",26,4175,6175,1552,7.56,https://cdn.myanimelist.net/images/anime/4/11862.jpg,https://myanimelist.net/anime/5712/Tanoshii_Muumin_Ikka_Bouken_Nikki
18499,Yozakura Quartet: Tsuki ni Naku,"['Action', 'Magic', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",3,21872,3056,1554,7.56,https://cdn.myanimelist.net/images/anime/3/49489.jpg,https://myanimelist.net/anime/18499/Yozakura_Quartet__Tsuki_ni_Naku
1095,Kidou Keisatsu Patlabor the Movie,"['Drama', 'Mecha', 'Military', 'Police']",1,26504,2746,1563,7.55,https://cdn.myanimelist.net/images/anime/5/74786.jpg,https://myanimelist.net/anime/1095/Kidou_Keisatsu_Patlabor_the_Movie
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"['Action', 'Mecha']",7,54754,1785,4728,6.77,https://cdn.myanimelist.net/images/anime/9/43245.jpg,https://myanimelist.net/anime/15879/Chuunibyou_demo_Koi_ga_Shitai__Depth_of_Field_-_Ai_to_Nikushimi_Gekijou
723,Candy Candy (Movie),"['Slice of Life', 'Drama', 'Shoujo']",1,2815,7150,4727,6.77,https://cdn.myanimelist.net/images/anime/11/66847.jpg,https://myanimelist.net/anime/723/Candy_Candy_Movie
40344,Baumkuchen End,['Music'],1,241,12961,4726,6.77,https://cdn.myanimelist.net/images/anime/1762/102855.jpg,https://myanimelist.net/anime/40344/Baumkuchen_End
495,Bakuretsu Hunters,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",26,15174,3642,4725,6.77,https://cdn.myanimelist.net/images/anime/1607/96463.jpg,https://myanimelist.net/anime/495/Bakuretsu_Hunters
34742,Youjo Shenki,"['Military', 'Comedy', 'Parody']",12,14786,3693,4724,6.78,https://cdn.myanimelist.net/images/anime/13/83756.jpg,https://myanimelist.net/anime/34742/Youjo_Shenki
36290,Xiang Ling Ji,"['Action', 'Demons', 'Fantasy']",15,980,9590,4722,6.78,https://cdn.myanimelist.net/images/anime/1602/93041.jpg,https://myanimelist.net/anime/36290/Xiang_Ling_Ji
447,Weiß Kreuz,"['Action', 'Drama', 'Shounen']",25,15423,3621,4721,6.78,https://cdn.myanimelist.net/images/anime/13/23697.jpg,https://myanimelist.net/anime/447/Wei%C3%9F_Kreuz
924,Transformers: Choujin Master Force,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",43,2235,7677,4720,6.78,https://cdn.myanimelist.net/images/anime/1437/92789.jpg,https://myanimelist.net/anime/924/Transformers__Choujin_Master_Force
36432,Toaru Majutsu no Index III,"['Action', 'Magic', 'Sci-Fi', 'Super Power']",26,121989,930,4719,6.78,https://cdn.myanimelist.net/images/anime/1583/93857.jpg,https://myanimelist.net/anime/36432/Toaru_Majutsu_no_Index_III
3159,The Kabocha Wine,"['Slice of Life', 'Comedy', 'Romance', 'School']",95,1793,8196,4718,6.78,https://cdn.myanimelist.net/images/anime/2/26634.jpg,https://myanimelist.net/anime/3159/The_Kabocha_Wine
605,Tenshi ni Narumon!,"['Comedy', 'Romance', 'Vampire', 'Fantasy']",26,5316,5614,4717,6.78,https://cdn.myanimelist.net/images/anime/1671/94180.jpg,https://myanimelist.net/anime/605/Tenshi_ni_Narumon
33308,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,"['Mystery', 'Comedy', 'Super Power']",1,1609,8472,4715,6.78,https://cdn.myanimelist.net/images/anime/8/82778.jpg,https://myanimelist.net/anime/33308/Tantei_Opera_Milky_Holmes__Fun_Fun_Party_Night%E2%99%AA_-_Ken_to_Janet_no_Okurimono
7396,Shuffle! Prologue,"['Fantasy', 'Magic', 'Comedy', 'Harem', 'Romance', 'School', 'Seinen']",1,14367,3734,4714,6.78,https://cdn.myanimelist.net/images/anime/8/17744.jpg,https://myanimelist.net/anime/7396/Shuffle_Prologue
30412,Shi Xiong,"['Action', 'Comedy', 'Horror']",41,2104,7856,4713,6.78,https://cdn.myanimelist.net/images/anime/11/72773.jpg,https://myanimelist.net/anime/30412/Shi_Xiong
2510,Sengoku Majin Goushougun,"['Action', 'Sci-Fi', 'Parody', 'Mecha']",26,1722,8285,4712,6.78,https://cdn.myanimelist.net/images/anime/11/18779.jpg,https://myanimelist.net/anime/2510/Sengoku_Majin_Goushougun
23459,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,"['Action', 'Comedy', 'Fantasy']",1,15736,3606,4711,6.78,https://cdn.myanimelist.net/images/anime/3/72498.jpg,https://myanimelist.net/anime/23459/Sekai_Seifuku__Bouryaku_no_Zvezda_-_Shin_Zvezda_Daisakusen
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,['Fantasy'],1,1333,8903,4710,6.78,https://cdn.myanimelist.net/images/anime/10/78477.jpg,https://myanimelist.net/anime/3847/Sekai_Meisaku_Douwa__Hakuchou_no_Ouji
31716,Rewrite,"['Action', 'Comedy', 'Supernatural', 'Romance', 'School']",13,146398,757,4709,6.78,https://cdn.myanimelist.net/images/anime/1827/92122.jpg,https://myanimelist.net/anime/31716/Rewrite
10933,R-15: R15 Shounen Hyouryuuki,"['Adventure', 'Harem', 'Comedy', 'Parody', 'Romance', 'Ecchi']",1,15886,3587,4707,6.78,https://cdn.myanimelist.net/images/anime/5/30175.jpg,https://myanimelist.net/anime/10933/R-15__R15_Shounen_Hyouryuuki
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,"['Adventure', 'Fantasy', 'Kids']",1,7853,4782,4706,6.78,https://cdn.myanimelist.net/images/anime/4/14003.jpg,https://myanimelist.net/anime/6275/Pokemon_Fushigi_no_Dungeon__Sora_no_Tankentai_-_Toki_to_Yami_wo_Meguru_Saigo_no_Bouken
9883,Osomatsu-kun (1988),['Comedy'],86,3694,6502,4704,6.78,https://cdn.myanimelist.net/images/anime/10/80073.jpg,https://myanimelist.net/anime/9883/Osomatsu-kun_1988
616,Nurse Angel Ririka SOS,"['Drama', 'Fantasy', 'Magic', 'Shoujo']",35,2410,7503,4703,6.78,https://cdn.myanimelist.net/images/anime/10/10506.jpg,https://myanimelist.net/anime/616/Nurse_Angel_Ririka_SOS
9568,Peace Maker Kurogane Special,"['Action', 'Comedy', 'Samurai', 'Historical', 'Drama', 'Shounen']",1,2207,7717,4705,6.78,https://cdn.myanimelist.net/images/anime/7/26485.jpg,https://myanimelist.net/anime/9568/Peace_Maker_Kurogane_Special
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",1,6468,5175,4702,6.78,https://cdn.myanimelist.net/images/anime/5/75776.jpg,https://myanimelist.net/anime/2695/Mobile_Suit_Gundam_0083__The_Fading_Light_of_Zeon
5249,Mitsume ga Tooru,['Adventure'],48,673,10315,4701,6.78,https://cdn.myanimelist.net/images/anime/1247/96686.jpg,https://myanimelist.net/anime/5249/Mitsume_ga_Tooru
