uid,title,genre,episodes,members,popularity,ranked,score,img_url,link
28891,Haikyuu!! Second Season,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",25,489888,141,25,8.82,https://cdn.myanimelist.net/images/anime/9/76662.jpg,https://myanimelist.net/anime/28891/Haikyuu_Second_Season
23273,Shigatsu wa Kimi no Uso,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",22,995473,28,24,8.83,https://cdn.myanimelist.net/images/anime/3/67177.jpg,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
34599,Made in Abyss,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",13,581663,98,23,8.83,https://cdn.myanimelist.net/images/anime/6/86733.jpg,https://myanimelist.net/anime/34599/Made_in_Abyss
5114,Fullmetal Alchemist: Brotherhood,"['Action', 'Military', 'Adventure', 'Comedy', 'Drama', 'Magic', 'Fantasy', 'Shounen']",64,1615084,4,1,9.23,https://cdn.myanimelist.net/images/anime/1223/96541.jpg,https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood
31758,Kizumonogatari III: Reiketsu-hen,"['Action', 'Mystery', 'Supernatural', 'Vampire']",1,214621,502,22,8.83,https://cdn.myanimelist.net/images/anime/3/81576.jpg,https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen
37510,Mob Psycho 100 II,"['Action', 'Slice of Life', 'Comedy', 'Supernatural']",13,442310,176,21,8.89,https://cdn.myanimelist.net/images/anime/1918/96303.jpg,https://myanimelist.net/anime/37510/Mob_Psycho_100_II
199,Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",1,913212,40,20,8.9,https://cdn.myanimelist.net/images/anime/6/79597.jpg,https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
38000,Kimetsu no Yaiba,"['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural']",26,575037,106,19,8.92,https://cdn.myanimelist.net/images/anime/1286/99889.jpg,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba
35247,Owarimonogatari 2nd Season,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",7,189944,573,18,8.93,https://cdn.myanimelist.net/images/anime/6/87322.jpg,https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season
2904,Code Geass: Hangyaku no Lelouch R2,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",25,992196,27,17,8.93,https://cdn.myanimelist.net/images/anime/4/9391.jpg,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",10,395375,223,16,8.94,https://cdn.myanimelist.net/images/anime/7/81992.jpg,https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
34096,Gintama.,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",12,139309,800,15,8.94,https://cdn.myanimelist.net/images/anime/3/83528.jpg,https://myanimelist.net/anime/34096/Gintama
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",1,135232,833,14,8.95,https://cdn.myanimelist.net/images/anime/10/51723.jpg,https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare
918,Gintama,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",201,579150,97,13,8.97,https://cdn.myanimelist.net/images/anime/10/73274.jpg,https://myanimelist.net/anime/918/Gintama
4181,Clannad: After Story,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance']",24,740101,64,12,8.97,https://cdn.myanimelist.net/images/anime/13/24647.jpg,https://myanimelist.net/anime/4181/Clannad__After_Story
15417,Gintama': Enchousen,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",13,166446,667,11,8.98,https://cdn.myanimelist.net/images/anime/6/75172.jpg,https://myanimelist.net/anime/15417/Gintama__Enchousen
30276,One Punch Man,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural', 'Seinen']",12,1475219,5,50,8.68,https://cdn.myanimelist.net/images/anime/12/76049.jpg,https://myanimelist.net/anime/30276/One_Punch_Man
16664,Kaguya-hime no Monogatari,"['Fantasy', 'Historical']",1,99563,1106,250,8.28,https://cdn.myanimelist.net/images/anime/1935/93606.jpg,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
4672,Koukaku Kidoutai 2.0,"['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen']",1,72331,1457,500,8.06,https://cdn.myanimelist.net/images/anime/3/75608.jpg,https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,"['Comedy', 'Josei', 'Music', 'Romance']",1,33038,2428,750,7.88,https://cdn.myanimelist.net/images/anime/8/19590.jpg,https://myanimelist.net/anime/8038/Nodame_Cantabile__Finale_-_Mine_to_Kiyora_no_Saikai
7588,Saraiya Goyou,"['Mystery', 'Historical', 'Drama', 'Samurai', 'Seinen']",12,61146,1650,800,7.86,https://cdn.myanimelist.net/images/anime/4/75203.jpg,https://myanimelist.net/anime/7588/Saraiya_Goyou
1253,Saint Seiya: Meiou Hades Meikai-hen,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",12,33453,2409,799,7.86,https://cdn.myanimelist.net/images/anime/12/75732.jpg,https://myanimelist.net/anime/1253/Saint_Seiya__Meiou_Hades_Meikai-hen
20767,Noragami OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",2,200244,539,798,7.86,https://cdn.myanimelist.net/images/anime/7/77177.jpg,https://myanimelist.net/anime/20767/Noragami_OVA
1425,Lupin III: Part II,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",155,19405,3237,796,7.86,https://cdn.myanimelist.net/images/anime/7/34035.jpg,https://myanimelist.net/anime/1425/Lupin_III__Part_II
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai","['Slice of Life', 'Comedy', 'Fantasy']",1,87716,1238,794,7.86,https://cdn.myanimelist.net/images/anime/5/88486.jpg,https://myanimelist.net/anime/35363/Kobayashi-san_Chi_no_Maid_Dragon__Valentine_Soshite_Onsen_-_Amari_Kitai_Shinaide_Kudasai
22673,Kuroko no Basket 2nd Season NG-shuu,"['Comedy', 'Sports']",9,38046,2263,795,7.86,https://cdn.myanimelist.net/images/anime/13/59027.jpg,https://myanimelist.net/anime/22673/Kuroko_no_Basket_2nd_Season_NG-shuu
6862,K-On!: Live House!,"['Comedy', 'Music', 'School', 'Slice of Life']",1,102122,1082,793,7.86,https://cdn.myanimelist.net/images/anime/9/15892.jpg,https://myanimelist.net/anime/6862/K-On__Live_House
5680,K-On!,"['Slice of Life', 'Comedy', 'Music', 'School']",13,610222,90,792,7.86,https://cdn.myanimelist.net/images/anime/10/76120.jpg,https://myanimelist.net/anime/5680/K-On
451,InuYasha Movie 3: Tenka Hadou no Ken,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shounen']",1,68407,1527,791,7.86,https://cdn.myanimelist.net/images/anime/1658/95332.jpg,https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken
9563,Hidamari Sketch x ☆☆☆ Specials,"['Slice of Life', 'Comedy', 'School', 'Seinen']",2,11600,4073,790,7.86,https://cdn.myanimelist.net/images/anime/3/26476.jpg,https://myanimelist.net/anime/9563/Hidamari_Sketch_x_%E2%98%86%E2%98%86%E2%98%86_Specials
30364,Haikyuu!! Movie 2: Shousha to Haisha,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",1,27734,2698,789,7.86,https://cdn.myanimelist.net/images/anime/2/74813.jpg,https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha
33280,Gochuumon wa Usagi Desu ka??: Dear My Sister,"['Slice of Life', 'Comedy']",1,20779,3141,788,7.86,https://cdn.myanimelist.net/images/anime/1223/95215.jpg,https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_Desu_ka__Dear_My_Sister
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",4,11817,4041,787,7.86,https://cdn.myanimelist.net/images/anime/1772/102667.jpg,https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1
27633,Gekkan Shoujo Nozaki-kun Specials,"['Comedy', 'Romance', 'School']",6,87789,1233,786,7.86,https://cdn.myanimelist.net/images/anime/9/66871.jpg,https://myanimelist.net/anime/27633/Gekkan_Shoujo_Nozaki-kun_Specials
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","['Action', 'Military', 'Adventure', 'Fantasy']",12,328860,297,785,7.86,https://cdn.myanimelist.net/images/anime/8/77382.jpg,https://myanimelist.net/anime/31637/Gate__Jieitai_Kanochi_nite_Kaku_Tatakaeri_2nd_Season
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","['Slice of Life', 'Comedy']",12,89612,1216,784,7.86,https://cdn.myanimelist.net/images/anime/1251/99191.jpg,https://myanimelist.net/anime/38145/Doukyonin_wa_Hiza_Tokidoki_Atama_no_Ue
552,Digimon Adventure,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",54,274830,356,783,7.86,https://cdn.myanimelist.net/images/anime/10/11070.jpg,https://myanimelist.net/anime/552/Digimon_Adventure
1689,Byousoku 5 Centimeter,"['Slice of Life', 'Drama', 'Romance']",3,554071,108,781,7.86,https://cdn.myanimelist.net/images/anime/10/79674.jpg,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
8609,Detective Conan OVA 10: Kid in Trap Island,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",1,12337,3969,782,7.86,https://cdn.myanimelist.net/images/anime/7/23698.jpg,https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island
34944,Bungou Stray Dogs: Dead Apple,"['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']",1,73839,1448,780,7.86,https://cdn.myanimelist.net/images/anime/1127/93981.jpg,https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple
36214,Asagao to Kase-san.,"['Romance', 'School', 'Shoujo Ai']",1,33444,2426,779,7.86,https://cdn.myanimelist.net/images/anime/1578/94205.jpg,https://myanimelist.net/anime/36214/Asagao_to_Kase-san
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,"['Action', 'Comedy', 'School', 'Shounen']",8,33163,2435,778,7.86,https://cdn.myanimelist.net/images/anime/1807/96939.jpg,https://myanimelist.net/anime/32863/Ansatsu_Kyoushitsu_2nd_Season__Kagaijugyou-hen
36160,Yaoguai Mingdan 2nd Season,"['Action', 'Comedy', 'Romance', 'Fantasy']",21,5238,5659,777,7.87,https://cdn.myanimelist.net/images/anime/4/87461.jpg,https://myanimelist.net/anime/36160/Yaoguai_Mingdan_2nd_Season
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",26,14326,3747,776,7.87,https://cdn.myanimelist.net/images/anime/7/84463.jpg,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi
2265,Transformers the Movie,"['Action', 'Mecha']",1,11245,4133,775,7.87,https://cdn.myanimelist.net/images/anime/2/30339.jpg,https://myanimelist.net/anime/2265/Transformers_the_Movie
11001,Toshokan Sensou: Kakumei no Tsubasa,"['Action', 'Comedy', 'Military', 'Romance']",1,16716,3495,774,7.87,https://cdn.myanimelist.net/images/anime/9/39273.jpg,https://myanimelist.net/anime/11001/Toshokan_Sensou__Kakumei_no_Tsubasa
39940,Shokugeki no Souma: Shin no Sara,"['Ecchi', 'School', 'Shounen']",12,162213,683,773,7.87,https://cdn.myanimelist.net/images/anime/1258/102849.jpg,https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara
322,Paradise Kiss,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",12,122787,916,772,7.87,https://cdn.myanimelist.net/images/anime/7/80636.jpg,https://myanimelist.net/anime/322/Paradise_Kiss
38958,Manga de Wakaru! Fate/Grand Order,['Comedy'],1,7545,4889,770,7.87,https://cdn.myanimelist.net/images/anime/1830/98102.jpg,https://myanimelist.net/anime/38958/Manga_de_Wakaru_Fate_Grand_Order
4472,Lucky☆Star: Original na Visual to Animation,"['Comedy', 'Parody', 'School', 'Slice of Life']",1,105307,1056,769,7.87,https://cdn.myanimelist.net/images/anime/2/22582.jpg,https://myanimelist.net/anime/4472/Lucky%E2%98%86Star__Original_na_Visual_to_Animation
97,Last Exile,"['Action', 'Sci-Fi', 'Adventure']",26,137273,810,768,7.87,https://cdn.myanimelist.net/images/anime/7/10888.jpg,https://myanimelist.net/anime/97/Last_Exile
468,Koukaku Kidoutai 2: Innocence,"['Military', 'Sci-Fi', 'Police', 'Psychological', 'Mecha']",1,121133,929,767,7.87,https://cdn.myanimelist.net/images/anime/10/75628.jpg,https://myanimelist.net/anime/468/Koukaku_Kidoutai_2__Innocence
7645,Heartcatch Precure!,"['Action', 'Slice of Life', 'Fantasy', 'Magic', 'Comedy', 'School', 'Shoujo']",49,20414,3162,763,7.87,https://cdn.myanimelist.net/images/anime/2/25915.jpg,https://myanimelist.net/anime/7645/Heartcatch_Precure
3604,Hidamari Sketch x 365,"['Slice of Life', 'Comedy', 'School', 'Seinen']",13,24921,2855,764,7.87,https://cdn.myanimelist.net/images/anime/11/10894.jpg,https://myanimelist.net/anime/3604/Hidamari_Sketch_x_365
1491,Ginga Tetsudou 999,"['Sci-Fi', 'Adventure', 'Space', 'Drama']",113,21402,3080,761,7.87,https://cdn.myanimelist.net/images/anime/7/27801.jpg,https://myanimelist.net/anime/1491/Ginga_Tetsudou_999
19319,Gundam Build Fighters,"['Action', 'Sci-Fi', 'Mecha']",25,50399,1890,762,7.87,https://cdn.myanimelist.net/images/anime/7/51815.jpg,https://myanimelist.net/anime/19319/Gundam_Build_Fighters
1571,Ghost Hunt,"['Mystery', 'Comedy', 'Horror', 'Supernatural', 'Shoujo']",25,172769,630,760,7.87,https://cdn.myanimelist.net/images/anime/11/73908.jpg,https://myanimelist.net/anime/1571/Ghost_Hunt
35222,Gakuen Babysitters,"['Comedy', 'School', 'Shoujo', 'Slice of Life']",12,94090,1171,759,7.87,https://cdn.myanimelist.net/images/anime/8/89978.jpg,https://myanimelist.net/anime/35222/Gakuen_Babysitters
38770,Detective Conan Movie 23: The Fist of Blue Sapphire,"['Action', 'Mystery', 'Comedy', 'Police', 'Drama', 'Shounen']",1,8328,4732,758,7.87,https://cdn.myanimelist.net/images/anime/1010/98309.jpg,https://myanimelist.net/anime/38770/Detective_Conan_Movie_23__The_Fist_of_Blue_Sapphire
269,Bleach,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",366,1002578,25,757,7.87,https://cdn.myanimelist.net/images/anime/3/40451.jpg,https://myanimelist.net/anime/269/Bleach
30123,Akagami no Shirayuki-hime,"['Fantasy', 'Romance', 'Drama', 'Shoujo']",12,336418,289,756,7.87,https://cdn.myanimelist.net/images/anime/10/75764.jpg,https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
32998,91 Days,"['Action', 'Drama', 'Historical']",12,340857,281,755,7.87,https://cdn.myanimelist.net/images/anime/13/80515.jpg,https://myanimelist.net/anime/32998/91_Days
202,Wolf's Rain,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",26,238834,425,754,7.88,https://cdn.myanimelist.net/images/anime/5/59403.jpg,https://myanimelist.net/anime/202/Wolfs_Rain
5005,Tentai Senshi Sunred,"['Comedy', 'Parody', 'Super Power', 'Seinen']",26,17654,3391,753,7.88,https://cdn.myanimelist.net/images/anime/11/11740.jpg,https://myanimelist.net/anime/5005/Tentai_Senshi_Sunred
18397,Shingeki no Kyojin OVA,"['Action', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",3,222243,480,751,7.88,https://cdn.myanimelist.net/images/anime/9/59221.jpg,https://myanimelist.net/anime/18397/Shingeki_no_Kyojin_OVA
3750,Maria-sama ga Miteru 4th,"['School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",13,15994,3569,749,7.88,https://cdn.myanimelist.net/images/anime/4/75206.jpg,https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"['Action', 'Mystery', 'Supernatural', 'Drama']",8,61280,1648,748,7.88,https://cdn.myanimelist.net/images/anime/12/81588.jpg,https://myanimelist.net/anime/33263/Kubikiri_Cycle__Aoiro_Savant_to_Zaregototsukai
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,"['Magic', 'Adventure', 'Fantasy', 'Comedy', 'Supernatural']",1,181220,600,747,7.88,https://cdn.myanimelist.net/images/anime/1649/98516.jpg,https://myanimelist.net/anime/32380/Kono_Subarashii_Sekai_ni_Shukufuku_wo__Kono_Subarashii_Choker_ni_Shukufuku_wo
35860,Karakai Jouzu no Takagi-san,"['Romance', 'Comedy', 'School', 'Slice of Life', 'Shounen']",12,235513,442,746,7.88,https://cdn.myanimelist.net/images/anime/1591/95091.jpg,https://myanimelist.net/anime/35860/Karakai_Jouzu_no_Takagi-san
3092,Junjou Romantica,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",12,169037,647,745,7.88,https://cdn.myanimelist.net/images/anime/7/8811.jpg,https://myanimelist.net/anime/3092/Junjou_Romantica
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"['Action', 'Fantasy', 'Magic', 'Supernatural']",21,80237,1355,744,7.88,https://cdn.myanimelist.net/images/anime/1194/103420.jpg,https://myanimelist.net/anime/38084/Fate_Grand_Order__Zettai_Majuu_Sensen_Babylonia
37033,Emiya-san Chi no Kyou no Gohan,"['Slice of Life', 'Comedy']",13,59944,1680,743,7.88,https://cdn.myanimelist.net/images/anime/8/89981.jpg,https://myanimelist.net/anime/37033/Emiya-san_Chi_no_Kyou_no_Gohan
28999,Charlotte,"['Drama', 'School', 'Super Power']",13,734250,66,742,7.88,https://cdn.myanimelist.net/images/anime/12/74683.jpg,https://myanimelist.net/anime/28999/Charlotte
388,Capeta,"['Cars', 'Shounen', 'Sports']",52,16485,3511,741,7.88,https://cdn.myanimelist.net/images/anime/5/17667.jpg,https://myanimelist.net/anime/388/Capeta
9724,Break Blade 5: Shisen no Hate,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",1,48642,1934,740,7.88,https://cdn.myanimelist.net/images/anime/9/68087.jpg,https://myanimelist.net/anime/9724/Break_Blade_5__Shisen_no_Hate
37985,Aggressive Retsuko (ONA) 2nd Season,"['Slice of Life', 'Comedy']",10,29059,2645,739,7.88,https://cdn.myanimelist.net/images/anime/1739/101117.jpg,https://myanimelist.net/anime/37985/Aggressive_Retsuko_ONA_2nd_Season
38435,Yao Shen Ji 3rd Season,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Martial Arts', 'Romance']",40,3343,6783,738,7.89,https://cdn.myanimelist.net/images/anime/1134/95151.jpg,https://myanimelist.net/anime/38435/Yao_Shen_Ji_3rd_Season
20057,Space☆Dandy,"['Sci-Fi', 'Space', 'Comedy']",13,216068,500,737,7.89,https://cdn.myanimelist.net/images/anime/4/56611.jpg,https://myanimelist.net/anime/20057/Space%E2%98%86Dandy
1172,Slayers Try,"['Adventure', 'Comedy', 'Demons', 'Magic', 'Fantasy', 'Shounen']",26,42662,2090,736,7.89,https://cdn.myanimelist.net/images/anime/10/50875.jpg,https://myanimelist.net/anime/1172/Slayers_Try
397,Seikai no Senki II,"['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']",10,18367,3331,735,7.89,https://cdn.myanimelist.net/images/anime/12/61109.jpg,https://myanimelist.net/anime/397/Seikai_no_Senki_II
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"['Action', 'Space', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",1,45629,2014,734,7.89,https://cdn.myanimelist.net/images/anime/1/2507.jpg,https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie
4080,Kyou kara Maou! 3rd Series,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",39,25570,2804,733,7.89,https://cdn.myanimelist.net/images/anime/7/22639.jpg,https://myanimelist.net/anime/4080/Kyou_kara_Maou_3rd_Series
11887,Kokoro Connect,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",13,498307,135,732,7.89,https://cdn.myanimelist.net/images/anime/2/39665.jpg,https://myanimelist.net/anime/11887/Kokoro_Connect
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"['Comedy', 'Slice of Life']",6,10497,4248,731,7.89,https://cdn.myanimelist.net/images/anime/3/10306.jpg,https://myanimelist.net/anime/254/Jungle_wa_Itsumo_Hare_nochi_Guu_Deluxe
11135,Hybrid Child,"['Drama', 'Historical', 'Romance', 'Sci-Fi', 'Shounen Ai']",4,48435,1942,730,7.89,https://cdn.myanimelist.net/images/anime/4/65605.jpg,https://myanimelist.net/anime/11135/Hybrid_Child
13119,Hakuouki Movie 2: Shikon Soukyuu,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",1,15583,3615,729,7.89,https://cdn.myanimelist.net/images/anime/12/71796.jpg,https://myanimelist.net/anime/13119/Hakuouki_Movie_2__Shikon_Soukyuu
29755,Haikyuu!! Movie 1: Owari to Hajimari,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",1,31962,2479,728,7.89,https://cdn.myanimelist.net/images/anime/8/76011.jpg,https://myanimelist.net/anime/29755/Haikyuu_Movie_1__Owari_to_Hajimari
267,Gungrave,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",26,137057,812,727,7.89,https://cdn.myanimelist.net/images/anime/11/75724.jpg,https://myanimelist.net/anime/267/Gungrave
4872,Goku Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",3,51621,1858,726,7.89,https://cdn.myanimelist.net/images/anime/10/14336.jpg,https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei
3665,Ginga Eiyuu Densetsu Gaiden (1999),"['Drama', 'Military', 'Sci-Fi', 'Space']",28,13321,3845,725,7.89,https://cdn.myanimelist.net/images/anime/6/9580.jpg,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999
37150,Douluo Dalu,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",26,8935,4566,724,7.89,https://cdn.myanimelist.net/images/anime/1438/101531.jpg,https://myanimelist.net/anime/37150/Douluo_Dalu
6768,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,"['Action', 'Military', 'Super Power', 'Mecha']",1,34345,2372,723,7.89,https://cdn.myanimelist.net/images/anime/7/15968.jpg,https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_-_Zero_Requiem
12403,Yuru Yuri♪♪,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",12,130757,859,722,7.9,https://cdn.myanimelist.net/images/anime/8/75174.jpg,https://myanimelist.net/anime/12403/Yuru_Yuri%E2%99%AA%E2%99%AA
39597,Sword Art Online: Alicization - War of Underworld,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",12,189943,568,721,7.9,https://cdn.myanimelist.net/images/anime/1630/103417.jpg,https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld
15771,Saint☆Oniisan (Movie),"['Comedy', 'Seinen', 'Slice of Life']",1,56150,1753,720,7.9,https://cdn.myanimelist.net/images/anime/7/48723.jpg,https://myanimelist.net/anime/15771/Saint%E2%98%86Oniisan_Movie
82,Mobile Suit Gundam 0080: War in the Pocket,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",6,36514,2298,719,7.9,https://cdn.myanimelist.net/images/anime/1/82.jpg,https://myanimelist.net/anime/82/Mobile_Suit_Gundam_0080__War_in_the_Pocket
34745,Mahoujin Guruguru (2017),"['Adventure', 'Fantasy', 'Magic', 'Comedy', 'Shounen']",24,24706,2880,718,7.9,https://cdn.myanimelist.net/images/anime/1880/103168.jpg,https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"['Action', 'Mystery', 'Supernatural', 'Romance', 'Thriller']",1,164671,670,717,7.9,https://cdn.myanimelist.net/images/anime/3/21737.jpg,https://myanimelist.net/anime/3782/Kara_no_Kyoukai_2__Satsujin_Kousatsu_Zen
253,Jungle wa Itsumo Hare nochi Guu,"['Slice of Life', 'Comedy', 'School']",26,27536,2696,716,7.9,https://cdn.myanimelist.net/images/anime/10/24555.jpg,https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu
12413,Jormungand,"['Action', 'Adventure', 'Seinen']",12,225965,464,715,7.9,https://cdn.myanimelist.net/images/anime/11/73280.jpg,https://myanimelist.net/anime/12413/Jormungand
5630,Higashi no Eden,"['Action', 'Sci-Fi', 'Mystery', 'Drama', 'Romance', 'Thriller']",11,398780,214,714,7.89,https://cdn.myanimelist.net/images/anime/9/15033.jpg,https://myanimelist.net/anime/5630/Higashi_no_Eden
38816,Hello World,['Sci-Fi'],1,21295,3089,713,7.9,https://cdn.myanimelist.net/images/anime/1395/102089.jpg,https://myanimelist.net/anime/38816/Hello_World
29787,Gochuumon wa Usagi Desu ka??,"['Slice of Life', 'Comedy']",12,80268,1357,712,7.9,https://cdn.myanimelist.net/images/anime/8/76702.jpg,https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_Desu_ka
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"['Action', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha', 'Shounen']",7,18602,3310,711,7.9,https://cdn.myanimelist.net/images/anime/12/27657.jpg,https://myanimelist.net/anime/2321/Giant_Robo_the_Animation__Chikyuu_ga_Seishi_Suru_Hi
37822,Douluo Dalu 2nd Season,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",,5376,5587,710,7.9,https://cdn.myanimelist.net/images/anime/1538/93566.jpg,https://myanimelist.net/anime/37822/Douluo_Dalu_2nd_Season
4447,Detective Conan Movie 12: Full Score of Fear,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",1,30226,2557,709,7.9,https://cdn.myanimelist.net/images/anime/6/22766.jpg,https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear
1505,Detective Conan Movie 09: Strategy Above the Depths,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1,31840,2476,708,7.9,https://cdn.myanimelist.net/images/anime/8/20983.jpg,https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths
1472,City Hunter 3,"['Action', 'Comedy', 'Mystery', 'Shounen']",13,11650,4061,707,7.9,https://cdn.myanimelist.net/images/anime/1147/94393.jpg,https://myanimelist.net/anime/1472/City_Hunter_3
